winwin.hk: 0 mail.winwin.hk.
egcpa.hk: 1000 inboundmail-sg2.hknis.com.
egcpa.hk: 10 inboundmail.edge.hknis.com.
jeffreylau.hk: 20 mx02.mail.icloud.com.
jeffreylau.hk: 10 mx01.mail.icloud.com.
helperdb.hk: 10 mail.helperdb.hk.
koenpack.hk: 0 mail.koenpack.com.
morepetpet.hk: 1 smtp.google.com.
sunfung.hk: 0 mail.sunfung.hk.
gt-network.hk: 10 mail.gt-network.hk.
xiangmai.hk: 30 fosse.virtualhosting.hk.
soterx.hk: 50 mx3.zoho.com.
soterx.hk: 10 mx.zoho.com.
soterx.hk: 20 mx2.zoho.com.
nexwater.hk: 0 nexwater.hk.
pengchau.hk: 0 pengchau.hk.
fruitcourt.hk: 20 mailadmin9.timway.com.
fruitcourt.hk: 10 mailadmin.timway.com.
hginnovation.hk: 5 mxn.mxhichina.com.
hginnovation.hk: 10 mxw.mxhichina.com.
millenniumstudio.hk: 10 mail.millenniumstudio.hk.
fctravel.hk: 0 fctravel-hk.mail.protection.outlook.com.
jtlco.hk: 10 mx1.vizztech.com.
jtlco.hk: 10 mx2.vizztech.com.
changeenablement.hk: 5 alt1.aspmx.l.google.com.
changeenablement.hk: 5 alt2.aspmx.l.google.com.
changeenablement.hk: 1 aspmx.l.google.com.
changeenablement.hk: 10 aspmx2.googlemail.com.
changeenablement.hk: 10 aspmx3.googlemail.com.
changeenablement.hk: 10 aspmx4.googlemail.com.
dechohome.hk: 5 hzmx01.mxmail.netease.com.
dechohome.hk: 10 hzmx02.mxmail.netease.com.
beefbar.hk: 5 beefbar-hk.mail.protection.outlook.com.
oscarchoi.hk: 20 mx2.zoho.com.
oscarchoi.hk: 10 mx.zoho.com.
oscarchoi.hk: 50 mx3.zoho.com.
thewhitestag.hk: 130 mx13.abchk.net.
thewhitestag.hk: 10 mx1.abchk.net.
kenwoodcookingchef.hk: 10 mail.kenwoodcookingchef.hk.
ewfo.hk: 15 mx3.qiye.aliyun.com.
ewfo.hk: 10 mx.ym.163.com.
ewfo.hk: 5 mx1.qiye.aliyun.com.
ewfo.hk: 10 mx2.qiye.aliyun.com.
twopigs.hk: 5 mxn.mxhichina.com.
twopigs.hk: 10 mxw.mxhichina.com.
kennethchow.hk: 10 mail.kennethchow.hk.
kennethchow.hk: 90 backupmx.iserverteam.com.
mhau.hk: 5 alt2.aspmx.l.google.com.
mhau.hk: 1 aspmx.l.google.com.
mhau.hk: 10 aspmx3.googlemail.com.
mhau.hk: 5 alt1.aspmx.l.google.com.
mhau.hk: 10 aspmx2.googlemail.com.
responsiveindustries.hk: 10 hzmx02.mxmail.netease.com.
responsiveindustries.hk: 5 hzmx01.mxmail.netease.com.
hengling.hk: 10 mx2.yunyou.top.
hengling.hk: 10 mxw.mxhichina.com.
hengling.hk: 10 mx1.yunyou.top.
hengling.hk: 5 mxn.mxhichina.com.
yahoomaktoob.hk: 10 bh.markmonitor.com.
abetaworld.hk: 10 custmx.cscdns.net.
vegcap.hk: 10 MXBIZ2.QQ.COM.
vegcap.hk: 5 MXBIZ1.QQ.COM.
htalk.hk: 5 ALT2.ASPMX.L.GOOGLE.COM.
htalk.hk: 10 ALT4.ASPMX.L.GOOGLE.COM.
htalk.hk: 10 ALT3.ASPMX.L.GOOGLE.COM.
htalk.hk: 1 ASPMX.L.GOOGLE.COM.
htalk.hk: 5 ALT1.ASPMX.L.GOOGLE.COM.
htalk.hk: 15 byrrkfuzdxmg6etq664nyfsneawdiyykwq7pq53oist4dfonozsa.mx-verification.GOOGLE.COM.
intellectit.hk: 10 mail.intellectit.hk.
langtrust.hk: 0 .
vinoir.hk: 10 smtp.google.com.
unpluggedperformance.hk: 10 mail.unpluggedperformance.hk.
vinoti.hk: 20 bizavmta2.netvigator.com.
vinoti.hk: 10 bizavmta1.netvigator.com.
sxbot.hk: 20 sxbot.omx1.faidns.com.
yumifood.hk: 10 mxdm-ap-southeast-1.aliyun.com.
herballiving.hk: 0 mail.herballiving.hk.
tamaryoma.hk: 0 tamaryoma.hk.
ltsconsulting.hk: 5 hzmx01.mxmail.netease.com.
ltsconsulting.hk: 10 hzmx02.mxmail.netease.com.
panashop.hk: 20 panashop.hk.inbound20.ttasia.net.
panashop.hk: 20 panashop.hk.inbound20.ttasia.com.
panashop.hk: 10 panashop.hk.inbound10.ttasia.net.
panashop.hk: 10 panashop.hk.inbound10.ttasia.com.
oxfordmaths.hk: 10 custmx.cscdns.net.
lensasia.hk: 10 _dc-mx.5e8f03b5d822.lensasia.hk.
arconvert.hk: 10 mail2.egontek.net.
auxiser.hk: 10 mx.serviciodecorreo.es.
avocademy.hk: 10 mailstore1.secureserver.net.
avocademy.hk: 0 avocademy.hk.
avocademy.hk: 0 smtp.secureserver.net.
sh-care.hk: 5 mxbiz1.qq.com.
sh-care.hk: 15 mxbiz2.qq.com.
sh-care.hk: 10 mxbiz2.qq.com.
fredjewellery.hk: 20 a.mx.domainoo.fr.
goldcoastbay.hk: 10 goldcoastbay-hk.mail.hk.greenradar.com.
goldcoastbay.hk: 20 goldcoastbay-hk.mail.dr.greenradar.com.
iccredit.hk: 65 route3.mx.cloudflare.net.
iccredit.hk: 33 route1.mx.cloudflare.net.
iccredit.hk: 49 route2.mx.cloudflare.net.
akaproperty.hk: 50 mx3.zoho.com.
akaproperty.hk: 10 mx.zoho.com.
akaproperty.hk: 20 mx2.zoho.com.
freshkon.hk: 0 _dc-mx.2410d858f7e4.freshkon.hk.
rainfine.hk: 20 mx.corpease.net.
whitestonecap.hk: 1 whitestonecap-hk.mail.protection.outlook.com.
simsq.hk: 5 alt1.aspmx.l.google.com.
simsq.hk: 10 alt4.aspmx.l.google.com.
simsq.hk: 1 aspmx.l.google.com.
simsq.hk: 5 alt2.aspmx.l.google.com.
simsq.hk: 10 alt3.aspmx.l.google.com.
ohotel.hk: 10 mail.elogi.com.
kslo.hk: 0 mail.kslo.hk.
lebriochin.hk: 10 mx4.nameshield.net.
lebriochin.hk: 0 mx3.nameshield.com.
pfi-fareast.hk: 0 pfifareast-hk0i.mail.protection.outlook.com.
spencerlam.hk: 30 mx30.antispam.mailspamprotection.com.
spencerlam.hk: 10 mx10.antispam.mailspamprotection.com.
spencerlam.hk: 20 mx20.antispam.mailspamprotection.com.
canarywharfconcierge.hk: 10 relay1.netnames.net.
canarywharfconcierge.hk: 20 relay2.netnames.net.
forecon.hk: 20 mail.forecon.hk.
x50lifestyle.hk: 1 aspmx.l.google.com.
x50lifestyle.hk: 10 alt4.aspmx.l.google.com.
x50lifestyle.hk: 5 alt2.aspmx.l.google.com.
x50lifestyle.hk: 5 alt1.aspmx.l.google.com.
x50lifestyle.hk: 10 alt3.aspmx.l.google.com.
sizestores.hk: 30 fwd2.hosts.co.uk.
sizestores.hk: 30 fwd1.hosts.co.uk.
sizestores.hk: 30 fwd0.hosts.co.uk.
lornamurray.hk: 10 mail.lornamurray.hk.
yimotion.hk: 10 mail.yaosheng.io.
schoolneeds.hk: 10 mail.schoolneeds.hk.
photo-one.hk: 0 mail.photo-one.hk.
jofc.hk: 0 jofc.hk.
jofc.hk: 0 mx3.zoho.com.
jofc.hk: 0 mx2.zoho.com.
jofc.hk: 0 mx.zoho.com.
veronikamaine.hk: 10 mail.veronikamaine.hk.
mobicel.hk: 10 mail.mobicel.hk.
keiyip.hk: 20 bizavmta2.netvigator.com.
keiyip.hk: 10 bizavmta1.netvigator.com.
helvetios.hk: 0 helvetios-hk.mail.protection.outlook.com.
amazingproperty.hk: 20 mail.amazingproperty.hk.
xn--0tro67celan74cdpf.hk: 10 mx.ptx.hk.
xn--0tro67celan74cdpf.hk: 20 mx2.ptx.hk.
thecapitalclub.hk: 10 mail.thecapitalclub.hk.
innovationark.hk: 0 innovationark.hk.
jubalmusic.hk: 10 mail.jubalmusic.hk.
enibeauty.hk: 0 enibeauty.hk.
monotonie.hk: 1 smtp.google.com.
yaushing.hk: 30 fosse.virtualhosting.hk.
artworkexchange.hk: 10 inbound-smtp.us-west-2.amazonaws.com.
legendcreative.hk: 10 legendcreative.hk.
legendcreative.hk: 0 mail.legendcreative.hk.
so-france.hk: 10 spool.mail.gandi.net.
so-france.hk: 50 fb.mail.gandi.net.
applefarmer.hk: 10 mail.applefarmer.hk.
d24h.hk: 0 mx2.hc906-12.ap.iphmx.com.
d24h.hk: 0 mx1.hc906-12.ap.iphmx.com.
loupejewelleryacademy.hk: 10 custmx.cscdns.net.
grand-garden.hk: 10 mxa-00931a01.gslb.pphosted.com.
grand-garden.hk: 10 mxb-00931a01.gslb.pphosted.com.
kinglord.hk: 0 kinglord.hk.
cocinare.hk: 0 m1.feishu.cn.
calvinho.hk: 15 ASPMX4.GOOGLEMAIL.COM.
calvinho.hk: 0 ASPMX.L.GOOGLE.COM.
calvinho.hk: 10 ALT2.ASPMX.L.GOOGLE.COM.
calvinho.hk: 5 ALT1.ASPMX.L.GOOGLE.COM.
calvinho.hk: 20 ASPMX5.GOOGLEMAIL.COM.
iconunlimited.hk: 1 aspmx.l.google.com.
iconunlimited.hk: 5 alt1.aspmx.l.google.com.
iconunlimited.hk: 10 alt4.aspmx.l.google.com.
iconunlimited.hk: 5 alt2.aspmx.l.google.com.
iconunlimited.hk: 10 alt3.aspmx.l.google.com.
garyleung.hk: 30 fosse.virtualhosting.hk.
winhing.hk: 10 mxwall02.asiahost.com.hk.
winhing.hk: 10 mxwall01.asiahost.com.hk.
discoveryexpedition.hk: 10 relay1.netnames.net.
discoveryexpedition.hk: 100 relay2.netnames.net.
higerman.hk: 10 mx2.qiye.aliyun.com.
higerman.hk: 15 mx3.qiye.aliyun.com.
higerman.hk: 5 mx1.qiye.aliyun.com.
ec365.hk: 0 ec365.hk.
sonax-carcare.hk: 100 mxlb.ispgateway.de.
menokin.hk: 0 mail.menokin.hk.
easycable.hk: 100 mail13.is-fun.net.
citysingers.hk: 10 _dc-mx.901772d60144.citysingers.hk.
goku-nokimochi.hk: 0 gokunokimochi-hk01b.mail.protection.outlook.com.
uccpa.hk: 0 UCCPA-HK.MAIL.PROTECTION.OUTLOOK.COM.
rohlhome.hk: 20 relay2.netnames.net.
rohlhome.hk: 10 relay1.netnames.net.
aspiredentalcare.hk: 10 aspmx.l.google.com.
aspiredentalcare.hk: 20 alt1.aspmx.l.google.com.
aspiredentalcare.hk: 50 alt4.aspmx.l.google.com.
aspiredentalcare.hk: 40 alt3.aspmx.l.google.com.
aspiredentalcare.hk: 30 alt2.aspmx.l.google.com.
attractiveworld.hk: 0 mail.attractiveworld.hk.
l-wedding.hk: 10 lwedding-hk0c.mail.protection.outlook.com.
bravoonline.hk: 10 alt4.aspmx.l.google.com.
bravoonline.hk: 5 alt1.aspmx.l.google.com.
bravoonline.hk: 5 alt2.aspmx.l.google.com.
bravoonline.hk: 1 aspmx.l.google.com.
bravoonline.hk: 10 alt3.aspmx.l.google.com.
easycable.hk: 100 mail13.is-fun.net.
easycable.hk: 100 mail13.is-fun.net.
ericyao.hk: 20 alt1.aspmx.l.google.com.
ericyao.hk: 30 alt2.aspmx.l.google.com.
ericyao.hk: 40 aspmx2.googlemail.com.
ericyao.hk: 50 aspmx3.googlemail.com.
ericyao.hk: 10 aspmx.l.google.com.
suncoco.hk: 1 route3.mx.cloudflare.net.
suncoco.hk: 84 route2.mx.cloudflare.net.
suncoco.hk: 8 route1.mx.cloudflare.net.
markstamp.hk: 0 markstamp.hk.
caffeineworks.hk: 0 mail.caffeineworks.hk.
kllgroup.hk: 10 alt3.aspmx.l.google.com.
kllgroup.hk: 5 alt2.aspmx.l.google.com.
kllgroup.hk: 5 alt1.aspmx.l.google.com.
kllgroup.hk: 10 alt4.aspmx.l.google.com.
kllgroup.hk: 1 aspmx.l.google.com.
lesil.hk: 0 lesil.hk.
zwcpa.hk: 10 mail.zwcpa.hk.
05plus.hk: 10 mail.05plus.hk.
website-solution.hk: 10 mail.website-solution.hk.
portugalgoldenvisa.hk: 10 mail.portugalgoldenvisa.hk.
ebmconsulting.hk: 10 mail.ebmconsulting.hk.
zhongdidairy.hk: 1 hzmx02.mxmail.netease.com.
zhongdidairy.hk: 1 hzmx01.mxmail.netease.com.
sugarfreelifestyle.hk: 0 _dc-mx.2fce5191e28f.sugarfreelifestyle.hk.
rlcproltd.hk: 10 alt3.aspmx.l.google.com.
rlcproltd.hk: 10 alt4.aspmx.l.google.com.
rlcproltd.hk: 5 alt1.aspmx.l.google.com.
rlcproltd.hk: 1 aspmx.l.google.com.
rlcproltd.hk: 1 SMTP.google.com.
rlcproltd.hk: 5 alt2.aspmx.l.google.com.
cnctv.hk: 0 cnctv.hk.
xn--ntso20a4zf6wr.hk: 10 xnntso20a4zf6wr-hk0m.mail.protection.outlook.com.
lisontech.hk: 10 mx1.titan.email.
lisontech.hk: 20 mx2.titan.email.
copperstudio.hk: 10 mxb.mailgun.org.
copperstudio.hk: 10 mxa.mailgun.org.
taifung.hk: 200 mx2.creasant.com.
taifung.hk: 100 mx1.creasant.com.
bestemp.hk: 10 qiye163mx02.mxmail.netease.com.
bestemp.hk: 5 qiye163mx01.mxmail.netease.com.
macchan.hk: 10 alt4.aspmx.l.google.com.
macchan.hk: 10 alt3.aspmx.l.google.com.
macchan.hk: 1 aspmx.l.google.com.
macchan.hk: 5 alt1.aspmx.l.google.com.
macchan.hk: 5 alt2.aspmx.l.google.com.
msoffer.hk: 10 hzmx02.mxmail.netease.com.
msoffer.hk: 5 hzmx01.mxmail.netease.com.
o-asis.hk: 0 oasis-hk0c.mail.protection.outlook.com.
ltil.hk: 20 ns2-srv.mailx.hk.
ltil.hk: 5 ns1-srv.mailx.hk.
wkfe.hk: 10 pop.wkfe.hk.
innoed.hk: 0 innoed.hk.
triosun.hk: 0 triosun.hk.
apspace.hk: 10 mx.apspace.hk.
johnsystem.hk: 10 mx3.larksuite.com.
johnsystem.hk: 1 mx1.larksuite.com.
johnsystem.hk: 5 mx2.larksuite.com.
bwlog.hk: 10 service118.mimecast.com.
bwlog.hk: 10 service117.mimecast.com.
hkbca.hk: 0 mail.hkbca.hk.
anthonyyeung.hk: 0 anthonyyeung.hk.
aworldinbeta.hk: 10 custmx.cscdns.net.
hp-engineering.hk: 1 SMTP.GOOGLE.COM.
hp-engineering.hk: 15 sooj7yte6pvjvnung54qftbtjsck3tmx2oqklunkj435fuq3keoq.mx-verification.GOOGLE.COM.
boshing.hk: 10 mail.boshing.hk.
gkwedding.hk: 0 mail.gkwedding.hk.
rsidc.hk: 5 mx1.hostinger.com.hk.
rsidc.hk: 10 mx2.hostinger.com.hk.
rainbowcopy.hk: 5 alt2.aspmx.l.google.com.
rainbowcopy.hk: 1 aspmx.l.google.com.
rainbowcopy.hk: 5 alt1.aspmx.l.google.com.
rainbowcopy.hk: 10 aspmx3.googlemail.com.
rainbowcopy.hk: 10 aspmx2.googlemail.com.
ugst.hk: 0 ugst.hk.
room309.hk: 5 alt2.aspmx.l.google.com.
room309.hk: 10 alt3.aspmx.l.google.com.
room309.hk: 5 alt1.aspmx.l.google.com.
room309.hk: 0 aspmx.l.google.com.
room309.hk: 10 alt4.aspmx.l.google.com.
ladyship.hk: 5 MX2.FEISHU.CN.
ladyship.hk: 10 MX3.FEISHU.CN.
ladyship.hk: 1 MX1.FEISHU.CN.
chinastage.hk: 1 aspmx.l.google.com.
chinastage.hk: 10 alt3.aspmx.l.google.com.
chinastage.hk: 5 alt2.aspmx.l.google.com.
chinastage.hk: 5 alt1.aspmx.l.google.com.
chinastage.hk: 10 alt4.aspmx.l.google.com.
dudleylock.hk: 100 relay2.netnames.net.
dudleylock.hk: 10 relay1.netnames.net.
95problem.hk: 1 smtp.google.com.
joyunion.hk: 0 joyunion.hk.
donstudio.hk: 10 MXBIZ2.QQ.COM.
donstudio.hk: 5 MXBIZ1.QQ.COM.
dooclearing.hk: 0 dooclearing.hk.
bagandpack.hk: 0 bagandpack-hk.mail.protection.outlook.com.
shineeffort.hk: 1 smtp.google.com.
linkexcel.hk: 30 mx30.antispam.mailspamprotection.com.
linkexcel.hk: 10 mx10.antispam.mailspamprotection.com.
linkexcel.hk: 20 mx20.antispam.mailspamprotection.com.
winfaith.hk: 5 sumec-com-cn.corpsmtp.net.
winfaith.hk: 15 mail.winfaith.hk.
winfaith.hk: 10 sumec-com-cn.corpsmtp.cn.
megamoving.hk: 30 fosse.virtualhosting.hk.
fitnessu.hk: 0 fitnessu.hk.
cdou.hk: 30 fosse.virtualhosting.hk.
losecmups.hk: 10 mail.losecmups.hk.
1000video.hk: 10 mx1.chengmail.cn.
1000video.hk: 20 mx2.chengmail.cn.
louisxiiideremymartin.hk: 0 .
anitram.hk: 5 mail.anitram.hk.
bloomtex.hk: 5 mxw.263.net.
bloomtex.hk: 10 mx.263.net.
xn--yds263g.hk: 0 xn--yds263g.hk.
bluewindmill.hk: 0 mail.bluewindmill.hk.
cf-vanguard.hk: 0 cf-vanguard.hk.
nicoleliu.hk: 1 SMTP.GOOGLE.COM.
pashatrading.hk: 0 pashatrading.hk.
filterchina.hk: 5 mx.c1.icoremail.net.
newbal.hk: 10 mx2.qiye.aliyun.com.
newbal.hk: 5 mx1.qiye.aliyun.com.
newbal.hk: 15 mx3.qiye.aliyun.com.
chineseteaculture.hk: 10 mail-20.hkid.net.
tstong.hk: 10 mx02.communilink.net.
tstong.hk: 10 mx04.communilink.net.
tstong.hk: 10 mx01.communilink.net.
tstong.hk: 10 mx03.communilink.net.
autovak.hk: 15 mx3.qiye.aliyun.com.
autovak.hk: 5 mx1.qiye.aliyun.com.
autovak.hk: 10 mx2.qiye.aliyun.com.
rakofarm.hk: 5 mx2.larksuite.com.
rakofarm.hk: 1 mx1.larksuite.com.
rakofarm.hk: 10 mx3.larksuite.com.
htdo.hk: 57 route1.mx.cloudflare.net.
htdo.hk: 31 route3.mx.cloudflare.net.
htdo.hk: 75 route2.mx.cloudflare.net.
sunshinetec.hk: 10 mx.yandex.net.
lqam.hk: 200 c1mx2.ns360.net.
lqam.hk: 100 c1m3.ns360.net.
vediot.hk: 5 mxbiz1.qq.com.
vediot.hk: 10 mxbiz2.qq.com.
bgoal.hk: 10 MAIL.FLEX-I-LTD.
nicholascheung.hk: 0 nicholascheung-hk.mail.protection.outlook.com.
newtontutor.hk: 10 MXBIZ2.QQ.COM.
newtontutor.hk: 5 MXBIZ1.QQ.COM.
rusino.hk: 50 mx.backup.mailprotect.be.
rusino.hk: 10 mx.mailprotect.be.
mikanya.hk: 10 mikanya.hk.
yipshing.hk: 5 alt2.aspmx.l.google.com.
yipshing.hk: 10 alt3.aspmx.l.google.com.
yipshing.hk: 5 alt1.aspmx.l.google.com.
yipshing.hk: 10 alt4.aspmx.l.google.com.
yipshing.hk: 1 aspmx.l.google.com.
mingfat.hk: 0 mail.mingfat.hk.
biukee.hk: 10 aspmx.l.google.com.
tactzone.hk: 1 aspmx.l.google.com.
tactzone.hk: 5 alt1.aspmx.l.google.com.
tactzone.hk: 10 alt3.aspmx.l.google.com.
tactzone.hk: 10 alt4.aspmx.l.google.com.
tactzone.hk: 5 alt2.aspmx.l.google.com.
creative-element.hk: 30 fosse.udomain.com.hk.
sonyadakarskinclinic.hk: 0 gauss.entorno.es.
oasismedicalcentre.hk: 10 oasismedicalcentre-hk.mail.hk.greenradar.com.
oasismedicalcentre.hk: 20 oasismedicalcentre-hk.mail.dr.greenradar.com.
grinbean.hk: 10 mx.zoho.com.
cannice.hk: 10 qiye163mx02.mxmail.netease.com.
cannice.hk: 5 qiye163mx01.mxmail.netease.com.
jupiter-solutions.hk: 10 mail.jupiter-solutions.hk.
britishunited.hk: 10 mx04.communilink.net.
britishunited.hk: 10 mx03.communilink.net.
britishunited.hk: 10 mx01.communilink.net.
britishunited.hk: 10 mx02.communilink.net.
hotbun.hk: 10 mx3.mail.ovh.net.
hotbun.hk: 1 mx4.mail.ovh.net.
aqualix.hk: 1 mx4.mail.ovh.net.
aqualix.hk: 10 mx3.mail.ovh.net.
northcomm.hk: 10 bizavmta1.netvigator.com.
northcomm.hk: 20 bizavmta2.netvigator.com.
maison1.hk: 10 a.mx.domainoo.fr.
babyunion.hk: 5 mxw.263.net.
babyunion.hk: 10 mx.263.net.
ensureguard.hk: 0 ensureguard.hk.
rts-connect.hk: 10 rts-connect.hk.
bebesup.hk: 10 mx2.titan.email.
bebesup.hk: 5 mx1.titan.email.
kennywan.hk: 10 mail.kennywan.hk.
it-buddy.hk: 10 fosse.virtualhosting.hk.
yashili.hk: 10 mail.yashili.hk.
luckyphonenumber.hk: 20 mailcow2.timway.com.
luckyphonenumber.hk: 10 mailcow.timway.com.
shuiondevelopment.hk: 10 mailin.shuiondevelopment.hk.
tentarx.hk: 5 mxw.263.net.
tentarx.hk: 10 mx.263.net.
dunndunn.hk: 0 dunndunn-hk.mail.eo.outlook.com.
scaleman.hk: 5 hostingmx4.intersoft.com.hk.
hanglee.hk: 0 hanglee.hk.
pizzamonster.hk: 0 pizzamonster.hk.
the-pinnacle.hk: 0 mail.the-pinnacle.hk.
fwdasia.hk: 10 custmx.cscdns.net.
j2now.hk: 2 bizmx3.j2now.net.
j2now.hk: 0 mailvz.j2now.net.
j2now.hk: 1 bizmx5.j2now.net.
salce197.hk: 10 mail.salce197.hk.
diamond-shiraishi.hk: 10 aspmx3.googlemail.com.
diamond-shiraishi.hk: 10 aspmx2.googlemail.com.
diamond-shiraishi.hk: 5 alt1.aspmx.l.google.com.
diamond-shiraishi.hk: 1 aspmx.l.google.com.
diamond-shiraishi.hk: 5 alt2.aspmx.l.google.com.
energyinfra.hk: 0 energyinfra-hk.mail.protection.outlook.com.
rktextiles.hk: 0 mail.rktextiles.hk.
primrosecapital.hk: 10 mail.primrosecapital.hk.
windsec.hk: 0 windsec.hk.
sikhdirectory.hk: 0 sikhdirectory.hk.
matelaser.hk: 10 mail.matelaser.hk.
mushroomcatering.hk: 10 mail.mushroomcatering.hk.
hkycaa.hk: 10 aspmx3.googlemail.com.
hkycaa.hk: 1 aspmx.l.google.com.
hkycaa.hk: 5 alt2.aspmx.l.google.com.
hkycaa.hk: 5 alt1.aspmx.l.google.com.
hkycaa.hk: 10 aspmx2.googlemail.com.
advanceforce.hk: 1 mxwall01.asiahost.com.hk.
advanceforce.hk: 2 mxwall02.asiahost.com.hk.
longfung.hk: 10 tm1.excelpilot.net.
onsen-ryokan.hk: 0 onsen-ryokan.hk.
ahyat.hk: 40 aspmx2.googlemail.com.
ahyat.hk: 20 alt1.aspmx.l.google.com.
ahyat.hk: 0 ahyat-hk.mail.protection.outlook.com.
ahyat.hk: 60 aspmx4.googlemail.com.
ahyat.hk: 30 alt2.aspmx.l.google.com.
ahyat.hk: 50 aspmx3.googlemail.com.
ahyat.hk: 10 aspmx.l.google.com.
ahyat.hk: 70 aspmx2.googlemail.com.
novuslink.hk: 5 mx1.qiye.aliyun.com.
novuslink.hk: 15 mx3.qiye.aliyun.com.
novuslink.hk: 10 mx2.qiye.aliyun.com.
knitplus.hk: 10 mx02.communilink.net.
knitplus.hk: 10 mx03.communilink.net.
knitplus.hk: 10 mx01.communilink.net.
knitplus.hk: 10 mx04.communilink.net.
printer888.hk: 0 printer888.hk.
supremejewelry.hk: 0 mail.supremejewelry.hk.
fujioh.hk: 11 mail.fujioh.hk.
eastweek.hk: 10 mail1.eastweek.hk.
beautyborn.hk: 10 mail.beautyborn.hk.
boutique-garden.hk: 10 spool.mail.gandi.net.
boutique-garden.hk: 50 fb.mail.gandi.net.
urcover.hk: 10 mail.urcover.hk.
harkontroll.hk: 10 spool.mail.gandi.net.
harkontroll.hk: 50 fb.mail.gandi.net.
sungbooneditor.hk: 0 sungbooneditor.hk.
tennisfoundation.hk: 30 mx30.antispam.mailspamprotection.com.
tennisfoundation.hk: 20 mx20.antispam.mailspamprotection.com.
tennisfoundation.hk: 10 mx10.antispam.mailspamprotection.com.
drsearch.hk: 10 mail.drsearch.hk.
pro-freight.hk: 30 fosse.virtualhosting.hk.
manchoi.hk: 10 mail.manchoi.hk.
elettronicarossoni.hk: 10 mail.elettronicarossoni.hk.
hkiba.hk: 30 fosse.virtualhosting.hk.
addct.hk: 1 aspmx.l.google.com.
addct.hk: 10 alt3.aspmx.l.google.com.
addct.hk: 5 alt2.aspmx.l.google.com.
addct.hk: 10 alt4.aspmx.l.google.com.
addct.hk: 5 alt1.aspmx.l.google.com.
admatec.hk: 10 hzmx02.mxmail.netease.com.
admatec.hk: 5 hzmx01.mxmail.netease.com.
artistestudio.hk: 10 mail.artistestudio.hk.
daliwireless.hk: 10 mail.daliwireless.hk.
mfpower.hk: 0 mfpower.hk.
williamhillestate.hk: 10 custmx.cscdns.net.
hkfec.hk: 5 mxbiz1.qq.com.
hkfec.hk: 10 mxbiz2.qq.com.
skinandco.hk: 20 mx2.titan.email.
skinandco.hk: 10 mx1.titan.email.
mtrcltd.hk: 10 mail.mtrcltd.hk.
lawcpa.hk: 10 ns136.newsbook.net.
shownice.hk: 20 mx2.zoho.com.
shownice.hk: 10 mx.zoho.com.
xn--11x6y868f.hk: 10 mail.idp365.net.
sinbon.hk: 15 mx3.qiye.aliyun.com.
sinbon.hk: 5 mx1.qiye.aliyun.com.
sinbon.hk: 10 mx2.qiye.aliyun.com.
yvonnewong.hk: 0 yvonnewong-hk.mail.protection.outlook.com.
dsidc.hk: 10 mail.dsidc.hk.
asiacnc.hk: 10 mail.asiacnc.hk.
asianartfuture.hk: 10 mx02.tophost.ch.
asianartfuture.hk: 10 mx01.tophost.ch.
inspiredconstruction.hk: 5 alt1.aspmx.l.google.com.
inspiredconstruction.hk: 10 aspmx3.googlemail.com.
inspiredconstruction.hk: 1 aspmx.l.google.com.
inspiredconstruction.hk: 10 aspmx2.googlemail.com.
inspiredconstruction.hk: 5 alt2.aspmx.l.google.com.
macfinity.hk: 0 macfinity.hk.
surecom.hk: 0 surecom.hk.
picklevibes.hk: 0 picklevibes-hk.mail.protection.outlook.com.
forever25.hk: 200 aurorasolutions.vps360.net.
forever25.hk: 100 www.forever25.hk.
europeantouch.hk: 0 mail.europeantouch.hk.
peacewing.hk: 10 m208.mma.cx.
thegolfschool.hk: 10 mx1.abchk.net.
thegolfschool.hk: 130 mx13.abchk.net.
richnetworks.hk: 40 mxw.mxhichina.com.
richnetworks.hk: 10 mx2.qiye.aliyun.com.
richnetworks.hk: 30 mxn.mxhichina.com.
richnetworks.hk: 15 mx3.qiye.aliyun.com.
richnetworks.hk: 5 mx1.qiye.aliyun.com.
feimex.hk: 10 mx00.udag.de.
feimex.hk: 20 mx01.udag.de.
itlca.hk: 0 itlca-hk.mail.protection.outlook.com.
kinliu.hk: 5 alt2.aspmx.l.google.com.
kinliu.hk: 10 alt3.aspmx.l.google.com.
kinliu.hk: 5 alt1.aspmx.l.google.com.
kinliu.hk: 1 aspmx.l.google.com.
kinliu.hk: 10 alt4.aspmx.l.google.com.
greenconcepts.hk: 0 greenconcepts.hk.
justrose.hk: 1 justrose-hk.mail.protection.outlook.com.
chaucerfoods.hk: 5 mxn.mxhichina.com.
chaucerfoods.hk: 1 mxus.mxhichina.com.
chaucerfoods.hk: 10 mxw.mxhichina.com.
artlinkinc.hk: 5 ALT2.ASPMX.L.GOOGLE.COM.
artlinkinc.hk: 10 ALT4.ASPMX.L.GOOGLE.COM.
artlinkinc.hk: 1 ASPMX.L.GOOGLE.COM.
artlinkinc.hk: 15 O2BCGCDI64IM3JM3UIRK3TTOBTQN5FAFH43V56XIGGL5QXFKGJ4Q.MX-VERIFICATION.GOOGLE.COM.
artlinkinc.hk: 5 ALT1.ASPMX.L.GOOGLE.COM.
artlinkinc.hk: 10 ALT3.ASPMX.L.GOOGLE.COM.
jachinchurch.hk: 0 jachinchurch.hk.
onbless.hk: 0 onbless.hk.
enterogermina.hk: 0 .
